id;name;1992K1;1992K2;1992K3;1992K4;1993K1;1993K2;1993K3;1993K4;1994K1;1994K2;1994K3;1994K4;1995K1;1995K2;1995K3;1995K4;1996K1;1996K2;1996K3;1996K4;1997K1;1997K2;1997K3;1997K4;1998K1;1998K2;1998K3;1998K4;1999K1;1999K2;1999K3;1999K4;2000K1;2000K2;2000K3;2000K4;2001K1;2001K2;2001K3;2001K4;2002K1;2002K2;2002K3;2002K4;2003K1;2003K2;2003K3;2003K4;2004K1;2004K2;2004K3;2004K4;2005K1;2005K2;2005K3;2005K4;2006K1;2006K2;2006K3;2006K4;2007K1;2007K2;2007K3;2007K4;2008K1;2008K2;2008K3;2008K4;2009K1;2009K2;2009K3;2009K4;2010K1;2010K2;2010K3;2010K4;2011K1;2011K2;2011K3;2011K4;2012K1;2012K2;2012K3;2012K4;2013K1;2013K2;2013K3;2013K4;2014K1;2014K2;2014K3;2014K4;2015K1;2015K2;2015K3;2015K4;2016K1;2016K2;2016K3;2016K4;2017K1;2017K2;2017K3;2017K4;2018K1;2018K2;2018K3;2018K4;2019K1;2019K2;2019K3;2019K4;2020K1;2020K2;2020K3
101;København;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
147;Frederiksberg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
155;Dragør;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
185;Tårnby;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
165;Albertslund;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
151;Ballerup;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
153;Brøndby;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
157;Gentofte;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
159;Gladsaxe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
161;Glostrup;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
163;Herlev;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
167;Hvidovre;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
169;Høje-Taastrup;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
183;Ishøj;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
173;Lyngby-Taarbæk;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
175;Rødovre;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
187;Vallensbæk;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201;Allerød;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
240;Egedal;5746;3957;5082;4531;0;3862;4566;4572;0;0;4980;0;0;5324;4317;4461;0;6066;6181;3986;9096;6101;7071;7304;7761;6067;7308;9514;0;0;10294;0;0;9632;10159;0;12565;0;0;0;0;13988;15979;0;0;16467;13149;11854;18363;18062;0;0;0;15255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15074;13129;18103;0;0;14727;0;0;17690;0;20282;18872;19760;0;0;0;15824;0;0;0;0
210;Fredensborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250;Frederikssund;3916;3733;3737;3620;3667;3597;3681;3626;3907;3282;3766;3745;3700;3785;3972;3875;4157;3876;3968;4152;3966;4173;4991;4883;4309;4859;5553;5236;4719;5461;5369;5023;5879;6313;6273;5939;6586;6536;6872;6476;6838;7947;7853;7843;8353;9585;9032;9836;9844;10665;11139;11794;11464;13684;14101;14759;15325;16937;17421;15018;13907;16326;16104;16810;15459;14495;13540;14067;11486;11753;12498;14498;12108;12447;11520;11208;10939;11371;9633;11633;8323;10654;9785;9533;10284;8760;8494;10101;8258;8708;9741;8049;10379;9199;9355;8610;9025;10200;10575;10275;11565;11688;10939;10230;10020;11048;12554;10928;11400;12097;11713;12860;11741;13773;15226
190;Furesø;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270;Gribskov;4448;5490;4503;4944;4585;4614;4768;4685;5405;5217;5263;5053;4946;5092;5291;5228;5209;5573;6078;6211;6182;6651;6859;6861;7170;7865;8427;8177;8099;8921;8969;8344;8690;9263;9588;9712;9989;10272;10634;11166;11179;11146;12251;12130;13421;14006;14826;14600;15688;17040;17566;17122;18678;20447;21883;21431;23037;24308;26274;26306;24776;26785;23766;25631;22722;24394;21021;19033;17987;18419;18359;19801;19752;21095;18200;20779;17790;20135;16446;16345;15841;16419;15980;15384;15862;16873;16609;18157;16205;16980;17413;17108;18006;18991;19121;16782;16727;19747;20461;18210;18498;19775;21083;22024;20580;23564;21342;20728;21035;22557;24189;21750;22881;25339;27122
260;Halsnæs;4262;4641;4487;4086;4776;4533;4497;4681;4892;4788;4558;4295;4164;4652;4504;5105;4547;5008;4842;5090;5175;5250;5700;5486;5761;6271;6638;6289;6745;7444;6821;6880;7140;7704;7915;8015;8315;9226;8858;8817;9400;10031;10677;10225;11386;11957;12679;11217;13263;14121;14826;14476;15344;16595;17406;17814;19587;19996;20502;20282;18817;21538;20793;23581;19385;22003;20710;16627;14459;17466;17371;18131;15560;18234;19965;16013;17107;15917;15077;13779;15101;13673;13524;15969;16010;17333;15963;14002;12436;14170;13771;13118;15552;15642;13525;13539;15448;16000;15266;14880;15088;17304;16601;19091;17520;18319;19771;18349;16602;20897;18533;17828;19486;20859;23604
217;Helsingør;6042;6056;5762;6741;6376;6526;6419;6621;5660;6240;7297;6070;6456;7374;6965;7533;7567;7634;8177;8100;9408;9080;9789;8786;8197;9609;10417;11717;11936;12115;11886;10338;11817;12686;12942;14872;11810;13968;16019;13239;15113;15092;16497;15431;17685;19331;22478;17655;21306;21080;20373;21400;28219;26723;30504;34793;28872;36263;36139;37014;38926;39453;42098;39518;30243;33940;29652;31841;21235;27586;26048;22143;39442;29360;25115;26822;25662;41703;21351;22786;20114;20709;22270;22299;22171;28511;17064;31193;27250;22318;22792;22249;25045;28217;27281;20696;27592;24879;22801;23211;25608;31119;29890;26838;27351;31465;29984;34090;29610;31655;36035;33237;30079;37624;35663
219;Hillerød;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15815;0;0;0;0;0;0;0;0;0;0;0;20624;0;0;0;0;0;0;0;0;0
223;Hørsholm;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
230;Rudersdal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400;Bornholm;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4745;4696;4772;4985;5702;5066;4791;5640;5630;5342;5400;5849;6642;6418;6163;7234;7480;8003;6564;7294;7992;8667;7312;7448;8560;8847;8791;7993;10364;8516;8493;10810;11032;11096;9740;13706;14111;11206;12269;12985;15814;14010;15166;15868;15809;18467;18145;15627;23795;19029;22217;17456;12680;18581;16537;14697;16513;14946;16107;17116;18367;14270;13001;11863;15395;12425;14107;10290;9440;11267;14576;14222;8979;13592;12683;12738;10549;10849;9352;12985;15499;13955;11714;11936;13497;12039;13800;14512;17208;15523;13683;15787;14272;17596;14883;16668;16868;17268;17685
253;Greve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
259;Køge;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
350;Lejre;3931;4005;4234;4702;3936;4077;4648;4045;4644;4216;4527;3714;4077;4421;4935;4404;4880;4703;4997;4793;5054;5340;5078;5939;5205;5624;5604;6472;5812;6252;6851;5033;7404;7231;7153;6942;6998;7796;8164;8264;8059;9549;8769;10120;7739;11048;9416;10116;9532;10843;12579;10609;13012;13761;14564;14527;15262;17476;15641;16216;17316;19102;17001;16487;17123;14316;14883;13331;0;14610;12180;14321;11745;14757;14438;11543;9501;11242;12099;13840;12288;10483;9987;11436;0;8482;10765;9105;7029;11719;9507;8880;10903;12321;11073;12492;11353;11206;10578;12786;9967;11933;12584;11924;13099;13640;13728;12607;14670;12508;12130;12872;13026;14661;15086
265;Roskilde;5199;4893;4651;0;3943;3799;3005;4600;3742;4777;4520;3521;3765;4468;3429;5374;5063;4905;5476;5750;4793;5954;5002;6079;6068;8908;7973;7201;5192;6574;10899;7846;9820;9118;10137;8416;10065;10012;16073;11534;13498;9377;11181;11717;0;11360;11751;9390;18240;13998;0;20671;0;18848;0;0;0;0;0;0;0;0;36167;32810;0;0;0;0;0;15855;0;0;20928;0;17695;11625;0;0;0;0;0;0;0;0;0;0;13124;0;0;0;0;0;0;20838;0;19290;12451;16131;24867;21902;18545;24501;0;21296;0;23767;25144;0;0;0;0;0;0;0;0
269;Solrød;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
320;Faxe;4285;4072;4024;2681;4045;3967;4063;3189;0;4009;3085;2812;0;3755;3642;3914;5203;4322;4773;3888;0;4998;4843;4911;0;5579;4338;5905;6113;6108;4878;4970;8108;7961;5736;5651;7790;6659;6653;10515;8425;8868;9093;7739;6366;8459;10203;11128;0;10822;0;10517;10432;14020;15752;13099;16219;20173;16635;0;0;16700;0;0;0;16655;0;0;0;0;0;0;0;0;0;0;0;0;11987;0;0;0;9258;0;0;8941;10828;0;0;12039;0;0;0;10084;9706;9096;0;10439;10938;9112;0;16733;11656;0;0;11868;12858;10084;12018;13535;12153;12730;12424;12768;14716
376;Guldborgsund;4300;5301;4297;3931;4430;4293;4260;4309;4365;4432;3707;4285;3994;4614;4426;4674;4875;4798;4470;4616;5266;5258;4748;4592;5736;5512;5016;5498;5478;5533;5687;5579;5884;6423;6350;6677;6851;6995;7112;8000;7707;8055;7582;7946;8359;9767;9733;9790;10426;11200;11494;12295;13780;13957;14513;14788;15640;14698;15650;16010;14835;15504;16615;15620;15875;16197;15602;13881;12947;13411;13318;12942;12968;13750;12634;12953;11816;13003;13575;12942;11003;10985;11266;10922;9977;9886;9984;11166;9892;9451;9736;9797;10836;10875;10609;9758;10212;10675;10174;11583;10012;10953;11007;11343;11600;11298;11046;11128;11204;11745;12063;11295;11634;12007;13802
